,U,delta_0,delta_1,delta_2
0,0.01,0.031085357357126732,0.030271051227542405,4.4480598542961685e-06
1,0.5644444444444445,0.031140326664657637,0.030301086994011288,0.00017315340393125888
2,1.118888888888889,0.031113940772736375,0.030265220343293674,0.0006329864538318437
3,1.6733333333333336,0.031129007715732487,0.03024020351808049,0.0023807092426352235
4,2.227777777777778,0.03800717703050105,0.03362127281898867,0.4869769466395778
5,2.7822222222222224,0.03984578829342986,0.03483789638240188,0.9637131228063192
6,3.336666666666667,0.03991011870970863,0.035109969009567005,1.3324522829292655
7,3.8911111111111114,0.03949069490242246,0.03501042447758722,1.6662449739714353
8,4.445555555555556,0.03905197440022469,0.03491430058198572,1.9826497190507832
9,5.0,0.03863006719157421,0.03479883043543057,2.2889629674183842
