,U,delta_0,delta_1,delta_2
0,0.01,0.0,0.0,0.0
1,0.5644444444444445,0.0,0.0,0.0
2,1.118888888888889,0.0053021577456659925,0.002922736607267257,0.24348688277970265
3,1.6733333333333336,0.007290457880936917,0.003957769252262813,0.6665663646192045
4,2.227777777777778,0.006962619952439722,0.0036724178482855172,0.9918595200429676
5,2.7822222222222224,0.00639781335319671,0.0033713694977565564,1.295109049011852
6,3.336666666666667,0.005851371544338936,0.0029542329662270144,1.5889223739683298
7,3.8911111111111114,0.005331826591149737,0.0027254064048966445,1.8777349506770487
8,4.445555555555556,0.004955123596799832,0.0024714147822264736,2.163511674707698
9,5.0,0.004529332932991901,0.0022685955562679397,2.4473687237512096
