,U,delta_0,delta_1,delta_2
0,0.01,0.02535909391207828,0.02518607712157602,2.028122449507955e-06
1,0.5644444444444445,0.025279611255544683,0.02525935331890719,7.161795773183354e-05
2,1.118888888888889,0.02531270809664886,0.025230133630641763,0.00012962175086269522
3,1.6733333333333336,0.02535592933321483,0.02524268718050075,0.0003752618399123504
4,2.227777777777778,0.025387719375819455,0.025262211157057894,0.0008122268529242487
5,2.7822222222222224,0.025349397242777308,0.025245937333776048,0.003526872392799086
6,3.336666666666667,0.028063622616370076,0.027566197058365792,0.7294403420637494
7,3.8911111111111114,0.028737734252138485,0.028152815950975008,1.2376189620666942
8,4.445555555555556,0.02877371838942298,0.028193495997873783,1.6388097720694637
9,5.0,0.028654972890319323,0.028099686286478194,1.9984810507153679
