,U,delta_0,delta_1,delta_2
0,0.01,0.0,0.0,0.0
1,0.5644444444444445,0.0,0.0,0.0
2,1.118888888888889,0.0,0.0,0.0
3,1.6733333333333336,0.0,0.0,0.0
4,2.227777777777778,0.05291605930812345,0.06257394002238126,0.5926718202673307
5,2.7822222222222224,0.07146652671078915,0.07278119170436206,0.9499190474778245
6,3.336666666666667,0.08132540483074416,0.07449481899424251,1.2786871654040772
7,3.8911111111111114,0.08641072877032815,0.07335603438306515,1.5945778271390312
8,4.445555555555556,0.08872665931714573,0.0710944361550805,1.9024673526079936
9,5.0,0.08932812655304936,0.06848175913201876,2.20505515471491
