,U,delta_0,delta_1,delta_2
0,0.01,0.0,0.0,0.0
1,0.5644444444444445,0.0,0.0,0.0
2,1.118888888888889,0.003250000000000001,0.003250000000000001,0.003250000000000001
3,1.6733333333333336,0.03737500000000001,0.03737500000000001,0.03737500000000001
4,2.227777777777778,0.24183799342105264,0.24183799342105264,0.24183799342105264
5,2.7822222222222224,0.6294819078947367,0.6294819078947367,0.6294819078947367
6,3.336666666666667,0.9907856188322368,0.9907856188322368,0.9907856188322368
7,3.8911111111111114,1.3260498046875,1.3260498046875,1.3260498046875
8,4.445555555555556,1.6489746093750002,1.6489746093750002,1.6489746093750002
9,5.0,1.9650146484375013,1.9650146484375013,1.9650146484375013
