,U,delta_0,delta_1,delta_2
0,0.01,0.0,0.0,0.0
1,0.5644444444444445,0.0,0.0,0.0
2,1.118888888888889,0.0,0.0,0.0
3,1.6733333333333336,0.0,0.0,0.0
4,2.227777777777778,0.37715871710526316,0.37715871710526316,0.37715871710526316
5,2.7822222222222224,0.7632606907894737,0.7632606907894737,0.7632606907894737
6,3.336666666666667,1.0991647820723682,1.0991647820723682,1.0991647820723682
7,3.8911111111111114,1.4213301809210526,1.4213301809210526,1.4213301809210526
8,4.445555555555556,1.7371582031250004,1.7371582031250004,1.7371582031250004
9,5.0,2.0487304687500014,2.0487304687500014,2.0487304687500014
