,U,delta_0,delta_1,delta_2
0,0.01,0.0,0.0,0.0
1,0.5644444444444445,0.0,0.0,0.0
2,1.118888888888889,0.0008750000000000001,0.0008750000000000001,0.0008750000000000001
3,1.6733333333333336,0.1929276315789474,0.1929276315789474,0.1929276315789474
4,2.227777777777778,0.580748869243421,0.580748869243421,0.580748869243421
5,2.7822222222222224,0.9195209703947367,0.9195209703947367,0.9195209703947367
6,3.336666666666667,1.23984375,1.23984375,1.23984375
7,3.8911111111111114,1.5512695312500002,1.5512695312500002,1.5512695312500002
8,4.445555555555556,1.8576416015625008,1.8576416015625008,1.8576416015625008
9,5.0,2.1604248046875023,2.1604248046875023,2.1604248046875023
