,U,delta_0,delta_1,delta_2
0,0.01,0.0,0.0,0.0
1,0.5644444444444445,0.0,0.0,0.0
2,1.118888888888889,0.0,0.0,0.0
3,1.6733333333333336,0.0,0.0,0.0
4,2.227777777777778,0.23412532550193133,0.34058893433657833,0.6543361018541998
5,2.7822222222222224,0.5110131205487575,0.6743316314827648,1.0197739895976987
6,3.336666666666667,0.8350045151322609,1.0202976377229716,1.350046171221277
7,3.8911111111111114,1.1686177165375784,1.3540875533320582,1.664756675097554
8,4.445555555555556,1.5017015542123948,1.679069904999265,1.9712472033353738
9,5.0,1.8309016181068491,1.9976476053789831,2.2721986688420284
