,U,delta_0,delta_1,delta_2
0,0.01,0.0,0.0,0.0
1,0.5644444444444445,0.0,0.0,0.0
2,1.118888888888889,0.06751720133762731,0.03140233584304819,0.03632238879947702
3,1.6733333333333336,0.22821109534567158,0.1225948695457999,0.1418152451914576
4,2.227777777777778,0.43395535247303957,0.27996242204107996,0.3202115986084969
5,2.7822222222222224,0.6681791568043116,0.5153618774238985,0.5881534020707688
6,3.336666666666667,0.9224448696566427,0.8139290334314581,0.9215478235806476
7,3.8911111111111114,1.1916999010223726,1.1379944155606028,1.2704395978028566
8,4.445555555555556,1.4731436289347295,1.4646823560369269,1.6118787734311772
9,5.0,1.7636165915003632,1.7877613700981652,1.94301123288973
