,U,delta_0,delta_1,delta_2
0,0.01,0.0,0.0,0.0
1,0.5644444444444445,0.0,0.0,0.0
2,1.118888888888889,0.0,0.0,0.0
3,1.6733333333333336,0.0,0.0,0.0
4,2.227777777777778,0.09646541449471446,0.5470235109921859,0.2588586064357182
5,2.7822222222222224,0.2204273907274114,0.8690115865833865,0.4649237338814245
6,3.336666666666667,0.4077084921971319,1.1647257094819798,0.7096564851826104
7,3.8911111111111114,0.6689980813251799,1.4568416681700502,1.0086612950099672
8,4.445555555555556,0.9868499438331466,1.7519376072472737,1.3453166218903725
9,5.0,1.3312654057381748,2.0502870255258054,1.6935612818203176
