,U,delta_0,delta_1,delta_2
0,0.01,0.0,0.0,0.0
1,0.5644444444444445,0.0014655719743801132,0.0020381244954214674,0.2794191020650464
2,1.118888888888889,0.0041030259830138124,0.004670027589428074,0.5569008006647875
3,1.6733333333333336,0.009012494442403308,0.009327897684727731,0.8341766244199781
4,2.227777777777778,0.02182970584515081,0.022247723417490563,1.111557874115443
5,2.7822222222222224,0.2053637660309223,0.2067196138141097,1.388651737391332
6,3.336666666666667,0.8780097974871458,0.880388110291771,1.665686437323409
7,3.8911111111111114,1.3008257161635852,1.303035313896245,1.9431570118995545
8,4.445555555555556,1.6555281409072178,1.657537178426638,2.220590750313524
9,5.0,1.988388698427872,1.9902138953101929,2.4980624499528403
