,U,delta_0,delta_1,delta_2
0,0.01,0.0,0.0,0.0
1,0.5644444444444445,9.037422839506173e-05,8.969907407407407e-06,4.639274691358025e-05
2,1.118888888888889,0.017659008560607613,0.003972055271255655,0.018546612976509468
3,1.6733333333333336,0.0793724659524265,0.03260869731923466,0.09103243944510682
4,2.227777777777778,0.27702666660496666,0.18821179125835177,0.3661064918200512
5,2.7822222222222224,0.5816978485370152,0.5431291359610007,0.8023634631657686
6,3.336666666666667,0.8858176806788232,0.9187970699457622,1.1824513824887155
7,3.8911111111111114,1.1902448545591824,1.2660158929072196,1.5217002940525668
8,4.445555555555556,1.4991933289753572,1.597389196951261,1.842889436409651
9,5.0,1.8108528432077904,1.9194967515298278,2.1543506442168194
