,U,delta_0,delta_1,delta_2
0,0.01,-1.00329288454702E-05,-0.00501275559592389,3.99639026676826E-06
1,0.223571428571429,-0.00142873745235333,0.106181868570031,0.00356931503244621
2,0.437142857142857,0.00077989760185312,-0.218317651286545,0.00852887127720226
3,0.650714285714286,-0.00749730989423325,0.349943298553779,0.001631334169927
4,0.864285714285714,-0.00689903123193579,-0.469347909581887,0.0254634060467777
5,1.07785714285714,0.00049745278922165,-0.544611068566455,0.00232219874664263
6,1.29142857142857,0.0376977554199548,-0.623307616760908,0.0746116662577467
7,1.505,0.000491875579357411,0.76432778116337,0.00255950560022473
8,1.71857142857143,0.00269814381801403,0.8368902749049,-0.0359386371820758
9,1.93214285714286,0.0034233631069556,-0.958573257344961,-0.0139482861425059
10,2.14571428571429,6.73031120351077E-05,-1.05791372479839,0.000559591511184678
11,2.35928571428571,0.0300488808127811,-1.15283328396222,-0.0474511857708348
12,2.57285714285714,-0.0543057273399104,-1.27990664448694,0.0112809487680628
13,2.78642857142857,-0.00700417157093236,-1.3544984529267,-0.0104124543941093
14,3,0.00658141560861371,-1.49858182816459,-0.0223578804075769
