,U,delta_0,delta_1,delta_2
0,0.01,2.34434412045332E-08,0.00511391579182288,5.62838936228133E-07
1,0.223571428571429,-0.00143997617238763,-0.166185422899022,-0.000716663676910143
2,0.437142857142857,-0.081533036192516,0.304980041734715,-0.0817454169620535
3,0.650714285714286,0.0297948918813396,-0.290696428944498,-9.78075311537378E-05
4,0.864285714285714,0.0367450528947612,-0.389232026043796,-0.02691695877043
5,1.07785714285714,-0.516204618036304,0.74632900493467,0.422262541492898
6,1.29142857142857,-0.0131813786863313,-0.470605455891067,0.196946948294015
7,1.505,-0.0386414168474051,0.67257714103102,-0.02509964637361
8,1.71857142857143,0.0201934680738529,-0.352940428458534,-0.0867539441941302
9,1.93214285714286,0.439320390111166,1.32867703565437,1.4480496123001
10,2.14571428571429,-0.0140272868264687,-1.05345187597479,-0.104121260432141
11,2.35928571428571,-0.0934291198809166,-1.08936794088404,-0.164078053185716
12,2.57285714285714,-0.21190918898755,-1.04841050848128,0.387208977012451
13,2.78642857142857,-0.466016808159925,1.03449863337538,-0.0276078362139581
14,3,0.650814272816325,-2.84131378975853,-2.7375842666007
