,U,delta_0,delta_1,delta_2
0,0.01,-4.97276862930642E-09,-5.17556669964134E-09,-4.81323051086719E-09
1,0.152380952380952,-7.12266949511769E-09,-6.63671383210665E-09,-7.10237266263246E-09
2,0.223571428571429,-1.39910163149051E-11,-8.53830105037492E-09,-6.08112597400452E-09
3,0.437142857142857,-3.70023646842392E-09,-1.62629728164331E-08,-3.12869126389144E-09
4,0.57952380952381,-6.56637943415186E-09,-6.05177993217814E-09,6.73914062591995E-09
5,0.650714285714286,-3.37042538324526E-08,-1.0476316660042E-08,-5.71593018291295E-08
6,0.864285714285714,9.30144937626057E-08,-1.51074212430046E-07,4.73593537852311E-08
7,1,-1.40733752850182E-08,-5.76772766699984E-09,-2.66399916536153E-09
8,1.00666666666667,-0.00372152448501195,-0.00350398197128676,-0.00491613579284289
9,1.07785714285714,-1.34196778613329E-08,7.33574961068201E-10,-1.77010456896231E-08
10,1.25,7.96009454752875E-09,1.7280859446442E-08,1.44939330214007E-08
11,1.29142857142857,1.84630810328887E-08,1.19051251530686E-08,9.94562896619676E-09
12,1.43380952380952,-1.46163123030162E-08,-3.21339689494105E-08,-1.43159001079471E-08
13,1.5,-3.99024664828237E-08,-8.04718914554411E-09,3.29599919649227E-09
14,1.505,0.00188768250291016,-0.0147560782435496,-0.0042357671666049
15,1.625,0.00435132836735515,0.0418252286662693,0.0139570407641367
16,1.71857142857143,-0.0240291282655352,-0.170874718386596,-0.0823311126673593
17,1.75,-0.0364138296543581,-0.23649790737752,-0.115646523991653
18,1.86095238095238,-0.0525428620949516,-0.327524394502487,-0.175604317064732
19,1.875,0.0520992416329687,0.339429849398684,0.173505857685175
20,1.93214285714286,0.0554153851359465,0.379221665395226,0.19338424625214
21,2,0.0754900989638491,0.439394404051015,0.231371856118458
22,2.14571428571429,0.103479800222206,0.518369718855394,0.289863083029918
23,2.28809523809524,0.135037637768599,0.604723698751575,0.341242113224645
24,2.35928571428571,-0.141138820688947,-0.64849178023162,-0.360311297519413
25,2.57285714285714,0.192056874154391,0.76840919022672,0.448019401992058
26,2.71523809523809,0.239049442803656,0.841712564597725,0.506776141548845
27,2.78642857142857,0.262059471273813,0.89610937239612,0.54543106869416
28,3,-0.325513417425682,-0.985268816168961,-0.6232432897404
