,U,delta_0,delta_1,delta_2
0,0.01,0.0,0.0,0.0
1,0.5644444444444445,0.0,0.0,0.0
2,1.118888888888889,0.007974520923418797,0.0047244608008076535,0.24515623252921034
3,1.6733333333333336,0.040301853143874855,0.03515794497135048,0.66734692475151
4,2.227777777777778,0.17159733306161545,0.16932530700567727,0.9923616211174403
5,2.7822222222222224,0.53719677817499,0.5377971484155517,1.2955596995371226
6,3.336666666666667,0.9565004160033634,0.9581319472979845,1.5893387860233679
7,3.8911111111111114,1.3180424634715688,1.3198389554767314,1.8781272258744859
8,4.445555555555556,1.6552073042402227,1.6569290148424667,2.1639357962523853
9,5.0,1.9804073265094837,1.9820454948624326,2.4477845472033524
