,U,delta_0,delta_1,delta_2
0,0.01,0.000222133515938818,-0.000212521941199552,-0.000232014133496655
1,0.152380952380952,0.000762447700737099,0.0278814956181945,0.0429962028303551
2,0.223571428571429,0.00352928225151476,0.0416789296736761,0.0673224591861779
3,0.437142857142857,0.0063612285831484,0.0853800772355029,0.143842723643063
4,0.57952380952381,-0.0122862165061748,-0.11245719309671,-0.192038207020182
5,0.650714285714286,-0.0170034164614783,-0.127762153998058,-0.210673155934355
6,0.864285714285714,-0.0325313552849855,-0.16608610455507,-0.293496628093315
7,1.00666666666667,-0.0440386649714575,-0.197973008614138,-0.347593253512712
8,1.07785714285714,0.0511189337331075,0.209213507021144,0.374681072296235
9,1.29142857142857,0.0784574161232514,0.260651931450703,0.458053961510765
10,1.43380952380952,-0.103998750248269,-0.30371600438488,-0.519447186316135
11,1.505,-0.112456988796814,-0.316962912681488,-0.545675733695151
12,1.71857142857143,-0.155845205582131,-0.375119625171434,-0.639374116909225
13,1.86095238095238,-0.188749987110082,-0.417764380636862,-0.702608684260837
14,1.93214285714286,-0.217440524266552,-0.432450316767988,-0.734937049484542
15,2.14571428571429,-0.268822916625422,-0.514256228401955,-0.832535926971578
16,2.28809523809524,-0.31784518752773,-0.561984821654513,-0.902107889744939
17,2.35928571428571,0.345320836193119,0.585019935679259,0.937591284550852
18,2.57285714285714,-0.434278007466382,-0.687127949175115,-1.04144516704986
19,2.71523809523809,-0.502532558979785,-0.742862237595954,-1.11712166728046
20,2.78642857142857,0.533715718352723,0.780891411432738,1.14453763616138
21,3,-0.635493183474078,-0.877438856710289,-1.25283295428513
