,U,delta_0,delta_1,delta_2
0,0.1,0.0,0.0,0.0
1,0.7555555555555555,0.0,0.0,0.0
2,1.4111111111111112,0.0,0.0,0.0
3,2.066666666666667,0.0,0.0,0.0
4,2.7222222222222223,0.0,0.0,0.0
5,3.3777777777777778,0.3695872366409093,0.7693746127126143,0.5247362418715275
6,4.033333333333333,0.8081628753631286,1.3088513002254532,1.0382707430244236
7,4.688888888888888,1.2185877936729357,1.7375276703068032,1.4802469365878455
8,5.344444444444444,1.616293725833163,2.1294461582810706,1.8903016142210807
9,6.0,2.0079609672538443,2.5044820378596775,2.2837706169708127
