,U,delta_0,delta_1,delta_2
0,0.1,0.0,0.0,0.0
1,0.7555555555555555,0.0,0.0,0.0
2,1.4111111111111112,0.07627579118192168,0.0758921075142727,0.00045154234576373463
3,2.066666666666667,0.2842579790601554,0.2831075180461238,0.0026735894412627226
4,2.7222222222222223,0.5841607364457844,0.582285946197802,0.015854864818462315
5,3.3777777777777778,0.925668409962342,0.9238882269083903,0.7789571445089822
6,4.033333333333333,1.2840435756819595,1.2831216236495335,1.3471764358235159
7,4.688888888888888,1.6490608808044305,1.6488846956222925,1.8002906810033565
8,5.344444444444444,2.0156775457198473,2.0159354986710922,2.209924743866127
9,6.0,2.3813265589425585,2.3818559223907014,2.5963765138542927
