,U,delta_0,delta_1,delta_2
0,0.1,0.0,0.0,0.0
1,0.7555555555555555,0.0,0.0,0.0
2,1.4111111111111112,0.0642214465110712,0.06412899789598964,0.00018073740714688583
3,2.066666666666667,0.21123577143743322,0.210734631665896,0.0007848676118126317
4,2.7222222222222223,0.4674656393170453,0.46625622167112524,0.0003105866496223564
5,3.3777777777777778,0.7788754624855347,0.7773559489701756,0.007292007264723867
6,4.033333333333333,1.1181818564179056,1.1164394875280292,0.31659619787681037
7,4.688888888888888,1.4728900842985886,1.4715579570731383,1.2245587341750301
8,5.344444444444444,1.835775971253791,1.8349922486687396,1.7716193261159325
9,6.0,2.2023199435651097,2.2019880950270965,2.2349098604185818
