,U,delta_0,delta_1,delta_2
0,0.1,0.00022799486454664754,0.01551909491444842,0.0215540007168329
1,0.7555555555555555,0.020720654340042964,0.1370602741636598,0.23404546250475033
2,1.4111111111111112,0.088357508643687,0.2820397575149749,0.480097468139005
3,2.066666666666667,0.23728548013633846,0.48471468458732936,0.7616903554323828
4,2.7222222222222223,0.5130468801209411,0.7817962935143856,1.0786716015777356
5,3.3777777777777778,0.8887725628041863,1.1418304254812561,1.4280808244741228
6,4.033333333333333,1.2884908666411197,1.5136413483113729,1.7867715003291913
7,4.688888888888888,1.6841583144117185,1.8834583013219608,2.1420413789103905
8,5.344444444444444,2.0712864659871277,2.2490582258062957,2.4924220751509205
9,6.0,2.450280419865094,2.6103594767184233,2.8385364249235367
