,U,delta_0,delta_1,delta_2
0,0.1,0.0,0.0,0.0
1,0.7555555555555555,0.014394089133270008,0.010630847602192548,0.003983237830612019
2,1.4111111111111112,0.05752957974600112,0.04200890172856314,0.01817074203404903
3,2.066666666666667,0.24474773878580008,0.177254215114042,0.0926768208332111
4,2.7222222222222223,0.5421122572331162,0.4044998746669697,0.2636303832841197
5,3.3777777777777778,0.8648190134019762,0.6931787141300956,0.5640994764445952
6,4.033333333333333,1.1864071140108043,1.0358642219567025,0.9750500691207351
7,4.688888888888888,1.5109758416407475,1.409369401021298,1.4115243583469206
8,5.344444444444444,1.8450336537104368,1.791707558093286,1.835342482200618
9,6.0,2.1886516074154763,2.173007495794195,2.2424734191125593
