,U,delta_0,delta_1,delta_2
0,0.1,0.0,0.0,0.0
1,0.7555555555555555,0.0,0.0,0.0
2,1.4111111111111112,0.0,0.0,0.0
3,2.066666666666667,0.0,0.0,0.0
4,2.7222222222222223,0.0,0.0,0.0
5,3.3777777777777778,0.48461973941903896,0.4045606604820648,0.5239714663964381
6,4.033333333333333,0.941184569468485,1.0019706662960814,1.042394388093491
7,4.688888888888888,1.317431644970601,1.495335603630461,1.4626919599089574
8,5.344444444444444,1.67775379465025,1.9282097881293336,1.8520370040944358
9,6.0,2.0370626184581146,2.330370769819547,2.229424672307772
