,U,delta_0,delta_1,delta_2
0,0.1,0.0,0.0,0.0
1,0.7555555555555555,0.0,0.0,0.0
2,1.4111111111111112,0.0,0.0,0.0
3,2.066666666666667,0.18197485486438605,0.2539239469338851,0.532411293872719
4,2.7222222222222223,0.5123254241928162,0.670032386166229,0.981014504194498
5,3.3777777777777778,0.9011407543427989,1.088631719073157,1.3734263010229655
6,4.033333333333333,1.2914644155132868,1.4766242397119553,1.7435571680572108
7,4.688888888888888,1.6785900365175688,1.8522943096404016,2.1033464348427495
8,5.344444444444444,2.0602408211700394,2.2207822021165766,2.4565283629459556
9,6.0,2.4359702051905057,2.583932974749528,2.8050876182080993
