,U,delta_0,delta_1,delta_2
0,0.01,0.0,0.0,0.0
1,0.5644444444444445,0.0,0.0,0.0
2,1.118888888888889,0.03851912040829711,0.03832524752434838,0.00021828076746343845
3,1.6733333333333336,0.16815773673667095,0.16745034489195623,0.001263271324786596
4,2.227777777777778,0.383348134982922,0.3819833513175048,0.004138498879905553
5,2.7822222222222224,0.6406376584924689,0.6389325774016099,0.021991223957568626
6,3.336666666666667,0.9209480943069805,0.9193151232877045,0.7355763208116766
7,3.8911111111111114,1.214095273427088,1.21321681317982,1.2395876423356869
8,4.445555555555556,1.515034036311421,1.514715178859662,1.6398490626924418
9,5.0,1.8200983095982004,1.8202389952164753,1.9991301640664478
